wind_speed,wind_gust,wind_u,wind_v,temp_c,dewpoint_c,sunshine_hrs,radiation,precip_dur,precip_mm,humidity
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,20.9,17.9,1.0,218.0,0.0,0.0,83.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
5.0,6.0,-4.330127018922193,-2.5000000000000004,21.1,18.4,1.0,246.0,0.0,0.0,84.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
6.0,8.0,-5.196152422706632,-3.000000000000001,21.7,17.7,1.0,249.0,0.0,0.0,78.0
7.0,9.0,-6.06217782649107,-3.500000000000001,21.7,18.4,1.0,243.0,0.0,0.0,81.0
7.0,9.0,-6.06217782649107,-3.500000000000001,21.7,18.4,1.0,243.0,0.0,0.0,81.0
7.0,9.0,-6.06217782649107,-3.500000000000001,21.7,18.4,1.0,243.0,0.0,0.0,81.0
7.0,9.0,-6.06217782649107,-3.500000000000001,21.7,18.4,1.0,243.0,0.0,0.0,81.0
